title,summary,n_enrolled,course_type,institution,instructors,Level,subject,language,subtitles,course_hours,price
Mindfulness and Resilience to Stress at Work,"Learn research-based strategies to help you foster mindfulness, handle stress, and guard against burnout.","8,565",Self-paced on your time,University of Hong Kong,Gabriel M. Leung-Joseph Wu-Guan Yi-Malik Peiris,Introductory,Medicine,English,"English, 中文, 中文",9,11050.5
Framing Your Communication to Inspire and Convince,Discover how to gain support from management and motivate your teams by learning how to communicate effectively and strategically.,"28,398",Self-paced on your time,Amnesty International,Amnistía Internacional,Introductory,Humanities,Español,Español,15,3895.5
Business Foundations,This is business in a nutshell; learn key concepts and frameworks that underpin business.,NA,Self-paced on your time,Georgetown University,Ted Supalla,Introductory,Language,English,English,20,7870.5
The Chemistry of Life,Learn how to generate ideas at the interface between chemistry and biology.,"43,009",Self-paced on your time,University of Adelaide,Lewis Mitchell-Simon Tuke-David Suter,Intermediate,Computer Science,English,English,100,15820.5
"Registration will be open throughout the course.""",Unit 1: Understanding Chemical Structures,"6,594",Self-paced on your time,Imperial College London,Philip Ramsden-Phil Chaffe,Intermediate,Math,English,English,28,3895.5
Unit 2: Writing and Synthesizing DNA,,"16,028",Self-paced on your time,Universitat Politècnica de Valencia,Carola Calabuig Tormo-María Ángeles Abellán López-Antonio Miguel Nogués Pedregal-Irene Belmonte Martín,Introductory,Social Sciences,Español,"English, Español",24,1987.5
Unit 3: DNA/RNA Applications,,NA,Self-paced on your time,"The University of Maryland, College Park-University System of Maryland",James Green,Introductory,Business & Management,English,English,12,15820.5
Unit 4: Idea Generation Techniques,,NA,Self-paced on your time,Waseda University,Maji C. Rhee,Introductory,Social Sciences,English,English,18,3895.5
Unit 5: Writing Amino Acids,,"32,049",Self-paced on your time,NYIF,Chris White,Introductory,Economics & Finance,English,English,2,1987.5
Unit 6: Writing and Synthesizing Proteins,,"7,246",Self-paced on your time,Columbia University,Hanna-Tina Fischer-Mark Canavera-Michael G. Wessells,Intermediate,Social Sciences,English,English,60,3975
Unit 7: Combinatorial Chemistry & Chemical Genetics,,"12,719",Self-paced on your time,SDG Academy,Jeffrey D. Sachs,Intermediate,Environmental Studies,English,"English, Русский",42,3895.5
Unit 8: Fluorescent Molecules for Tracking Biology,,"16,954",Self-paced on your time,Universidad Galileo,Carlos Alario-Hoyos-Rocael Hernández-Miguel Morales-Mónica De La Roca,Intermediate,Education & Teacher Training,Español,Español,20,3895.5
Unit 9: Fluorescent Proteins for Tracking Biology,,"15,914",Self-paced on your time,National Research Nuclear University,Andrey S. Olchak,Intermediate,Physics,English,"English, Русский",12,3895.5
Unit 10: Review of Ideas,,NA,Self-paced on your time,Stanford University,William Perry,Introductory,History,English,English,25,3975
Unit 11: Ideas for Fooling Sugars and Fats,,NA,Self-paced on your time,Tecnológico de Monterrey,Luis A. Hernández Arámburo,Advanced,Economics & Finance,Español,Español,40,3974.205
Unit 12: Ideas for Fighting against Cancer & Virus,,NA,Self-paced on your time,Universitat Politècnica de Valencia,Ignacio Despujol,Intermediate,Engineering,Español,Español,35,5962.5
"Unit 13: Review of Ideas""",https://www.edx.org/course/the-chemistry-of-life,NA,Self-paced on your time,Universidad Carlos III de Madrid,Carmen Paz-Aparicio-María José Sánchez Bueno-Fernando Muñoz Bullón,Intermediate,Business & Management,Español,Español,25,2305.5
Nutrition and Health: Micronutrients and Malnutrition,Learn about malnutrition and micronutrients and how they impact human health.,NA,Self-paced on your time,United Arab Emirates University,باسلة موسى جلو,Introductory,Language,اللغة العربية,اللغة العربية,32,3895.5
Start the course by learning about the general principles that apply to vitamins,,"8,330",Self-paced on your time,Delft University of Technology,Koen Bertels-Carmen G. Almudever-David Elkouss-Nader Khammassi,Intermediate,Physics,English,English,48,6280.5
and minerals. Module 2: Water, minerals,"11,426",Self-paced on your time,Università degli Studi di Napoli Federico II,İlter Turan-Mehmet Ali Tuğtan,Introductory,Social Sciences,English,English,42,4690.5
In this module you will look at the health effects of water, and will cover the various,"10,604",Self-paced on your time,Kyoto University,Tetsushi Ito,Intermediate,Math,English,English,10,3895.5
dietary minerals. Module 3: Fat soluble vitamins and health,,"5,020",Self-paced on your time,Queen’s University,Jim Hamilton,Introductory,Business & Management,English,English,36,11845.5
Learn about the fat soluble vitamins: vitamin A, vitamin D and vitamin E. Module 4: Water soluble vitamins and health,"9,977",Self-paced on your time,Imperial College Business School-Imperial College London,Charles Donovan,Intermediate,Economics & Finance,English,English,40,6280.5
For this module, you'll shift your focus to a few of the water soluble vitamins: vitamin C,"20,939",Self-paced on your time,Universidad Carlos III de Madrid,Carlos Santiuste-José Fernández Sáez-Ramón Zaera-José Luis Pérez Castellanos,Introductory,Engineering,Español,Español,24,2305.5
Discuss the prevalence and trends of micronutrient deficiencies,,"8,784",Self-paced on your time,MandarinX,Estella Chen,Introductory,Language,English,English,60,11845.5
and their geographical distribution. We will also talk about the double burden of,,"10,769",Self-paced on your time,Rochester Institute of Technology,Jennifer Englert-Melissa Dawson,Intermediate,Business & Management,English,English,72,23770.5
malnutrition. Module 6: Global solutions to micronutrient deficiencies,,"24,301",Self-paced on your time,Universitat Politècnica de Valencia,Santiago Moll López-José Antonio Moraño Fernández,Introductory,Math,Español,Español,20,3975
This module will outline the available strategies to alleviate micronutrient,,"27,320",Self-paced on your time,Universitat Politècnica de Valencia,Jaime Busquets-Ana María Checa Rubio-Ignacio Despujol,Introductory,Computer Science,Español,Español,28,3895.5
malnutrition. Module 7: Insight in the future of Nutritional Science (verified learners only),,"14,909",Self-paced on your time,University of Pennsylvania,Ryan Baker,Advanced,Data Analysis & Statistics,English,English,96,13435.5
In this module you will get to see some of the exciting research that is currently being,,"13,857",Instructor-led on a course schedule,Chalmers University of Technology,Jonas Fredriksson,Advanced,Engineering,English,English,140,19795.5
done in the field of Nutritional Science. _ If you like this course," you might also like: _""","1,38,884",Self-paced on your time,The Linux Foundation,Alexandra Groetsema-Arianna Groetsema-Navroop Sahdev-Nathalie Salami,Introductory,Business & Management,English,English,56,15820.5
Digital Design,"The course is an introduction to digital design technology. It allows you to understand the basics of digital design and helps you develop skills from computer aided design to animation covering topics such as rigging, key framing, rendering and more.",NA,Self-paced on your time,University of Adelaide,Dr Danny Stevenson-Dr Brendan Harding-Dr Melissa Humphries-Dr David Butler,Introductory,Math,English,English,24,6280.5
Machine Learning for Data Science and Analytics,Learn the principles of machine learning and the importance of algorithms.,NA,Self-paced on your time,Delft University of Technology,Arno Smets-Miro Zeman-René van Swaaij-Olindo Isabella,Advanced,Engineering,English,English,48,19875
The Science of Everyday Thinking,"Learn how to think better, argue better, and choose better.","7,210",Self-paced on your time,NYIF,Jack Farmer,Introductory,Economics & Finance,Español,Español,4,3895.5
Gestion de projets de d�veloppement,Un MOOC con�u en collaboration avec le Project Management Institute Educational Foundation (PMI-EF).,"27,474",Self-paced on your time,Universitat Politècnica de Valencia,Jordi Linares Pellicer,Intermediate,Computer Science,Español,Español,24,3975
Product Management Fundamentals,Understand the keys to successfully navigating the roles and responsibilities of being a product manager to champion change with internal and external collaborators and influencers,"10,430",Self-paced on your time,Imperial College London,Ajay Gambhir,Intermediate,Energy & Earth Sciences,English,English,30,3895.5
International Human Rights Law,Learn how an individual�s human rights are protected from both public and private power by international laws.,"24,130",Self-paced on your time,Universidad Galileo,Jorge Samayoa-Preng Biba,Introductory,Data Analysis & Statistics,Español,Español,30,3895.5
1.1. The sources of human rights law,,NA,Self-paced on your time,Salisbury University-University System of Maryland,Mary DiBartolo,Intermediate,Medicine,English,English,15,3895.5
1.2. Human rights and the theory of sources,,NA,Self-paced on your time,Universidades Anáhuac,Laura Avila Rodríguez-Lourdes Rojas Cataño,Intermediate,Economics & Finance,Español,Español,35,3895.5
1.3. The special nature of human rights,,"10,654",Self-paced on your time,"The University of Maryland, College Park-University System of Maryland",John Johnson,Advanced,Engineering,English,English,12,15820.5
1.4. The question of reservations to human rights treaties,,"36,320",Self-paced on your time,Delft University of Technology,Caroline Katsman-Herman Russchenberg-Hubert Savenije-Marcel Stive,Intermediate,Engineering,English,English,80,3975
1.5. The jus commune of human rights 2. To which situations do human rights apply?,,"11,176",Self-paced on your time,The University of Iceland,Hjalti Snær Ægisson-Beth Rogers,Intermediate,Humanities,English,English,18,3975
2.1. Jurisdiction � an introduction,,NA,Self-paced on your time,Rochester Institute of Technology,Lori Marra,Introductory,Communication,English,English,18,15820.5
2.2. Human rights, State sovereignty,"11,818",Self-paced on your time,The University of Michigan,Community Engagement Course Team,Introductory,Social Sciences,English,English,24,3895.5
